cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
1696,2511,King Ltd,Visionary systemic process improvement,9100.0,5803.0,failed,67,US,USD,2021-03-29,2021-06-11,cat8,subcat15
1559,4272,Baker Ltd,Progressive intangible flexibility,6300.0,14199.0,successful,189,US,USD,2021-04-18,2021-12-22,cat1,subcat1
1405,3533,"Baker, Collins and Smith",Reactive real-time software,114400.0,196779.0,successful,4799,US,USD,2021-09-13,2021-12-16,cat5,subcat5
521,3618,Warren-Harrison,Programmable incremental knowledge user,38900.0,56859.0,successful,1137,US,USD,2020-04-20,2021-01-21,cat6,subcat10
1625,2177,Gardner Group,Progressive 5thgeneration customer loyalty,135500.0,103554.0,failed,1068,US,USD,2021-06-20,2021-11-12,cat4,subcat4
2808,4102,Flores-Lambert,Triple-buffered logistical frame,109000.0,42795.0,failed,424,US,USD,2021-07-18,2021-10-05,cat3,subcat9
764,6089,Cruz Ltd,Exclusive dynamic adapter,114800.0,12938.0,canceled,145,CH,CHF,2020-06-26,2021-03-09,cat2,subcat8
834,4701,Knox-Garner,Automated systemic hierarchy,83000.0,101352.0,successful,1152,US,USD,2021-01-19,2021-08-26,cat4,subcat4
2793,5645,Davis-Allen,Digitized eco-centric core,2400.0,4477.0,successful,50,US,USD,2020-09-19,2021-05-17,cat8,subcat15
2901,4499,Miller-Patel,Mandatory uniform strategy,60400.0,4393.0,failed,151,US,USD,2021-11-21,2021-12-19,cat6,subcat10
2141,3365,Hernandez-Grimes,Profit-focused zero administration forecast,102900.0,67546.0,failed,1608,US,USD,2021-01-07,2021-05-08,cat3,subcat9
308,2290,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800.0,143788.0,successful,3059,CA,CAD,2020-11-19,2021-08-28,cat2,subcat18
705,1890,Noble-Bailey,Customizable dynamic info-mediaries,800.0,3755.0,successful,34,US,USD,2020-06-26,2021-04-21,cat5,subcat5
1670,1304,Taylor PLC,Enhanced incremental budgetary management,7100.0,9238.0,successful,220,US,USD,2020-05-21,2021-02-20,cat4,subcat4
1159,3799,Holmes PLC,Digitized local info-mediaries,46100.0,77012.0,successful,1604,AU,AUD,2020-08-11,2021-09-07,cat5,subcat7
2592,2749,Jones-Martin,Virtual systematic monitoring,8100.0,14083.0,successful,454,US,USD,2020-09-21,2021-02-11,cat2,subcat2
1195,2028,Myers LLC,Reactive bottom-line open architecture,1700.0,12202.0,successful,123,IT,EUR,2020-07-01,2021-04-06,cat5,subcat11
1635,2383,"Acosta, Mullins and Morris",Pre-emptive interactive model,97300.0,62127.0,failed,941,US,USD,2021-05-28,2021-07-01,cat2,subcat8
2432,5721,Bell PLC,Ergonomic eco-centric open architecture,100.0,2.0,failed,1,US,USD,2021-10-07,2021-11-25,cat8,subcat15
109,1394,Smith-Schmidt,Inverse radical hierarchy,900.0,13772.0,successful,299,US,USD,2021-02-05,2021-08-08,cat4,subcat4
1509,3451,"Ruiz, Richardson and Cole",Team-oriented static interface,7300.0,2946.0,failed,40,US,USD,2020-10-28,2021-04-20,cat5,subcat13
1285,5512,Leonard-Mcclain,Virtual foreground throughput,195800.0,168820.0,failed,3015,CA,CAD,2021-04-16,2021-08-22,cat4,subcat4
500,2453,Bailey-Boyer,Visionary exuding Internet solution,48900.0,154321.0,successful,2237,US,USD,2021-04-07,2021-12-19,cat4,subcat4
2835,6055,Lee LLC,Synchronized secondary analyzer,29600.0,26527.0,failed,435,US,USD,2021-03-26,2021-08-24,cat4,subcat4
1533,5704,Lyons Inc,Balanced attitude-oriented parallelism,39300.0,71583.0,successful,645,US,USD,2020-03-03,2021-03-10,cat5,subcat5
2445,3707,Herrera-Wilson,Organized bandwidth-monitored core,3400.0,12100.0,successful,484,DK,DKK,2021-05-03,2021-08-29,cat4,subcat4
2906,2205,"Mahoney, Adams and Lucas",Cloned leadingedge utilization,9200.0,12129.0,successful,154,CA,CAD,2020-05-04,2021-04-29,cat5,subcat5
1237,5976,Stewart LLC,Secured asymmetric projection,135600.0,62804.0,failed,714,US,USD,2021-02-11,2021-05-09,cat2,subcat2
1572,3290,Mcmillan Group,Advanced cohesive Graphic Interface,153700.0,55536.0,live,1111,US,USD,2021-03-22,2021-12-29,cat7,subcat21
254,4257,"Beck, Thompson and Martinez",Down-sized maximized function,7800.0,8161.0,successful,82,US,USD,2021-03-21,2021-06-06,cat4,subcat4
576,4588,Rodriguez-Scott,Realigned zero tolerance software,2100.0,14046.0,successful,134,US,USD,2020-10-14,2021-01-17,cat6,subcat14
563,4785,Rush-Bowers,Persevering analyzing extranet,189500.0,117628.0,live,1089,US,USD,2021-04-12,2021-12-26,cat5,subcat11
2201,3033,Davis and Sons,Innovative human-resource migration,188200.0,159405.0,failed,5497,US,USD,2021-05-01,2021-08-28,cat1,subcat1
1339,2779,Anderson-Pham,Intuitive needs-based monitoring,113500.0,12552.0,failed,418,US,USD,2021-02-01,2021-10-08,cat4,subcat4
197,2131,Stewart-Coleman,Customer-focused disintermediate toolset,134600.0,59007.0,failed,1439,US,USD,2021-01-15,2021-03-09,cat5,subcat5
2035,6229,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700.0,943.0,failed,15,US,USD,2021-05-09,2021-06-26,cat4,subcat4
1739,3429,Jackson PLC,Quality-focused client-server core,163700.0,93963.0,failed,1999,CA,CAD,2020-12-09,2021-04-07,cat5,subcat5
2352,1613,Ware-Arias,Upgradable maximized protocol,113800.0,140469.0,successful,5203,US,USD,2021-04-28,2021-12-10,cat3,subcat3
691,4734,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000.0,6423.0,successful,94,US,USD,2021-08-08,2021-09-01,cat4,subcat4
298,4439,Thomas-Lopez,User-centric fault-tolerant archive,9400.0,6015.0,failed,118,US,USD,2020-12-24,2021-03-18,cat3,subcat9
206,1441,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700.0,11075.0,successful,205,US,USD,2020-09-27,2021-03-15,cat4,subcat4
1003,5799,Jones-Riddle,Self-enabling real-time definition,147800.0,15723.0,failed,162,US,USD,2020-10-19,2021-07-20,cat1,subcat1
1653,1419,Schmidt-Gomez,User-centric impactful projection,5100.0,2064.0,failed,83,US,USD,2021-06-02,2021-09-04,cat2,subcat8
1549,3059,"Sullivan, Davis and Booth",Vision-oriented actuating hardware,2700.0,7767.0,successful,92,US,USD,2021-03-21,2021-09-25,cat8,subcat15
1026,3224,Edwards-Kane,Virtual leadingedge framework,1800.0,10313.0,successful,219,US,USD,2020-11-08,2021-11-13,cat4,subcat4
2523,3181,"Hicks, Wall and Webb",Managed discrete framework,174500.0,197018.0,successful,2526,US,USD,2020-04-08,2021-04-15,cat4,subcat4
1620,6061,Mayer-Richmond,Progressive zero-defect capability,101400.0,47037.0,failed,747,US,USD,2021-06-02,2021-06-30,cat5,subcat11
2594,4466,Robles Ltd,Right-sized demand-driven adapter,191000.0,173191.0,canceled,2138,US,USD,2021-02-19,2021-06-13,cat8,subcat15
539,6081,Cochran Ltd,Re-engineered attitude-oriented frame,8100.0,5487.0,failed,84,US,USD,2021-04-17,2021-11-03,cat4,subcat4
687,2159,Rosales LLC,Compatible multimedia utilization,5100.0,9817.0,successful,94,US,USD,2020-11-07,2021-09-06,cat4,subcat4
2302,3324,Harper-Bryan,Re-contextualized dedicated hardware,7700.0,6369.0,failed,91,US,USD,2020-04-09,2021-03-11,cat4,subcat4
694,3176,"Potter, Harper and Everett",Decentralized composite paradigm,121400.0,65755.0,failed,792,US,USD,2020-06-12,2021-07-09,cat5,subcat5
3123,5874,Floyd-Sims,Cloned transitional hierarchy,5400.0,903.0,canceled,10,CA,CAD,2020-07-04,2021-02-11,cat4,subcat4
2576,5110,"Spence, Jackson and Kelly",Advanced discrete leverage,152400.0,178120.0,successful,1713,IT,EUR,2020-08-26,2021-08-19,cat4,subcat4
2349,5490,King-Nguyen,Open-source incremental throughput,1300.0,13678.0,successful,249,US,USD,2021-06-25,2021-10-01,cat2,subcat18
516,1922,Hansen Group,Centralized regional interface,8100.0,9969.0,successful,192,US,USD,2020-05-21,2021-05-10,cat5,subcat11
290,4398,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300.0,14827.0,successful,247,US,USD,2021-03-29,2022-01-21,cat4,subcat4
1691,4754,Cummings Inc,Digitized transitional monitoring,28400.0,100900.0,successful,2293,US,USD,2020-09-22,2021-07-09,cat5,subcat23
1689,3309,Miller-Poole,Networked optimal adapter,102500.0,165954.0,successful,3131,US,USD,2020-11-04,2021-03-08,cat5,subcat20
2403,1244,Rodriguez-West,Automated optimal function,7000.0,1744.0,failed,32,US,USD,2020-09-24,2021-04-09,cat3,subcat9
3203,2892,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400.0,10731.0,successful,143,IT,EUR,2021-03-17,2021-08-26,cat4,subcat4
2113,2777,Clark-Bowman,Stand-alone user-facing service-desk,9300.0,3232.0,canceled,90,US,USD,2020-11-15,2021-02-14,cat4,subcat4
3158,4952,Hensley Ltd,Versatile global attitude,6200.0,10938.0,successful,296,US,USD,2020-10-28,2021-02-27,cat2,subcat8
348,5144,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100.0,10739.0,successful,170,US,USD,2020-09-11,2021-03-12,cat4,subcat4
1136,5487,"Martin, Martin and Solis",Assimilated uniform methodology,6800.0,5579.0,failed,186,US,USD,2020-05-11,2021-03-29,cat3,subcat9
956,1932,Harrington-Harper,Self-enabling next generation algorithm,155200.0,37754.0,canceled,439,GB,GBP,2020-08-13,2021-06-11,cat5,subcat20
2393,3364,Price and Sons,Object-based demand-driven strategy,89900.0,45384.0,failed,605,US,USD,2021-10-09,2021-11-29,cat7,subcat12
3208,5165,Cuevas-Morales,Public-key coherent ability,900.0,8703.0,successful,86,DK,DKK,2020-11-02,2021-04-07,cat7,subcat12
2530,3858,Delgado-Hatfield,Up-sized composite success,100.0,4.0,failed,1,CA,CAD,2020-12-14,2021-07-06,cat5,subcat11
305,4666,Padilla-Porter,Innovative exuding matrix,148400.0,182302.0,successful,6286,US,USD,2020-12-31,2021-08-20,cat2,subcat2
1383,2896,Morris Group,Realigned impactful artificial intelligence,4800.0,3045.0,failed,31,US,USD,2021-02-14,2021-05-09,cat5,subcat7
783,4520,Saunders Ltd,Multi-layered multi-tasking secured line,182400.0,102749.0,failed,1181,US,USD,2020-05-20,2021-03-06,cat5,subcat23
47,5726,Woods Inc,Upgradable upward-trending portal,4000.0,1763.0,failed,39,US,USD,2021-11-17,2021-12-09,cat5,subcat7
3157,5661,"Villanueva, Wright and Richardson",Profit-focused global product,116500.0,137904.0,successful,3727,US,USD,2020-10-14,2021-10-06,cat4,subcat4
1646,4765,"Wilson, Brooks and Clark",Operative well-modulated data-warehouse,146400.0,152438.0,successful,1605,US,USD,2021-11-14,2021-12-14,cat2,subcat8
1729,3710,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000.0,1332.0,failed,46,US,USD,2021-05-20,2021-10-03,cat4,subcat4
2964,4925,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800.0,118706.0,successful,2120,US,USD,2021-01-16,2021-08-08,cat4,subcat4
675,1533,"Lane, Ryan and Chapman",Switchable demand-driven help-desk,6300.0,5674.0,failed,105,US,USD,2021-02-22,2021-04-01,cat5,subcat5
790,5264,"Rich, Alvarez and King",Business-focused static ability,2400.0,4119.0,successful,50,US,USD,2021-02-26,2021-08-10,cat4,subcat4
1103,4606,Terry-Salinas,Networked secondary structure,98800.0,139354.0,successful,2080,US,USD,2020-03-21,2021-05-13,cat5,subcat7
969,2043,Wang-Rodriguez,Total multimedia website,188800.0,57734.0,failed,535,US,USD,2021-10-13,2021-11-02,cat7,subcat21
1634,3871,Mckee-Hill,Cross-platform upward-trending parallelism,134300.0,145265.0,successful,2105,US,USD,2020-03-28,2021-03-08,cat5,subcat11
2279,6205,Gomez LLC,Pre-emptive mission-critical hardware,71200.0,95020.0,successful,2436,US,USD,2020-09-21,2021-02-26,cat4,subcat4
387,3193,Gonzalez-Robbins,Up-sized responsive protocol,4700.0,8829.0,successful,80,US,USD,2021-04-09,2022-02-18,cat6,subcat19
586,1810,Obrien and Sons,Pre-emptive transitional frame,1200.0,3984.0,successful,42,US,USD,2021-04-16,2021-08-18,cat3,subcat9
1145,4797,Shaw Ltd,Profit-focused content-based application,1400.0,8053.0,successful,139,CA,CAD,2021-06-05,2021-08-03,cat3,subcat3
2776,1487,Hughes Inc,Streamlined neutral analyzer,4000.0,1620.0,failed,16,US,USD,2021-01-17,2021-01-30,cat4,subcat4
2099,3474,Olsen-Ryan,Assimilated neutral utilization,5600.0,10328.0,successful,159,US,USD,2020-07-13,2021-05-04,cat5,subcat7
470,5771,"Grimes, Holland and Sloan",Extended dedicated archive,3600.0,10289.0,successful,381,US,USD,2021-04-16,2021-10-13,cat3,subcat9
343,6074,Perry and Sons,Configurable static help-desk,3100.0,9889.0,successful,194,GB,GBP,2021-03-04,2022-01-01,cat1,subcat1
2090,1568,"Turner, Young and Collins",Self-enabling clear-thinking framework,153800.0,60342.0,failed,575,US,USD,2020-10-28,2021-02-27,cat2,subcat2
1401,4263,Richardson Inc,Assimilated fault-tolerant capacity,5000.0,8907.0,successful,106,US,USD,2021-02-21,2021-08-15,cat2,subcat6
596,5850,Santos-Young,Enhanced neutral ability,4000.0,14606.0,successful,142,US,USD,2021-02-03,2021-07-14,cat5,subcat20
1139,5619,Nichols Ltd,Function-based attitude-oriented groupware,7400.0,8432.0,successful,211,US,USD,2021-07-02,2021-07-18,cat6,subcat19
2080,1904,Murphy PLC,Optional solution-oriented instruction set,191500.0,57122.0,failed,1120,US,USD,2021-06-26,2021-10-13,cat6,subcat14
88,5388,"Hogan, Porter and Rivera",Organic object-oriented core,8500.0,4613.0,failed,113,US,USD,2021-07-14,2021-08-23,cat5,subcat23
2806,2150,Lyons LLC,Balanced impactful circuit,68800.0,162603.0,successful,2756,US,USD,2020-09-12,2021-04-13,cat3,subcat9
3153,2653,Long-Greene,Future-proofed heuristic encryption,2400.0,12310.0,successful,173,GB,GBP,2020-07-27,2021-08-21,cat1,subcat1
2391,2687,Robles-Hudson,Balanced bifurcated leverage,8600.0,8656.0,successful,87,US,USD,2021-08-28,2021-09-22,cat8,subcat15
84,3779,Mcclure LLC,Sharable discrete budgetary management,196600.0,159931.0,failed,1538,US,USD,2021-06-12,2021-12-02,cat4,subcat4
1987,1494,"Martin, Russell and Baker",Focused solution-oriented instruction set,4200.0,689.0,failed,9,US,USD,2021-01-21,2021-12-30,cat6,subcat14
2790,4129,Rice-Parker,Down-sized actuating infrastructure,91400.0,48236.0,failed,554,US,USD,2020-06-03,2021-05-15,cat4,subcat4
37,3035,Landry Inc,Synergistic cohesive adapter,29600.0,77021.0,successful,1572,GB,GBP,2021-06-19,2021-06-24,cat1,subcat1
2981,2069,Richards-Davis,Quality-focused mission-critical structure,90600.0,27844.0,failed,648,GB,GBP,2020-06-17,2021-05-22,cat4,subcat4
1730,5469,"Davis, Cox and Fox",Compatible exuding Graphical User Interface,5200.0,702.0,failed,21,GB,GBP,2021-03-28,2021-09-06,cat6,subcat19
3172,3903,Smith-Wallace,Monitored 24/7 time-frame,110300.0,197024.0,successful,2346,US,USD,2021-02-13,2021-09-15,cat4,subcat4
32,4083,"Cordova, Shaw and Wang",Virtual secondary open architecture,5300.0,11663.0,successful,115,US,USD,2021-01-13,2021-08-26,cat4,subcat4
2322,4003,Clark Inc,Down-sized mobile time-frame,9200.0,9339.0,successful,85,IT,EUR,2021-06-07,2021-09-06,cat3,subcat9
1095,3565,Young and Sons,Innovative disintermediate encryption,2400.0,4596.0,successful,144,US,USD,2020-11-28,2021-02-28,cat9,subcat24
1067,1640,Henson PLC,Universal contextually-based knowledgebase,56800.0,173437.0,successful,2443,US,USD,2021-07-24,2021-08-08,cat1,subcat1
2676,4769,Garcia Group,Persevering interactive matrix,191000.0,45831.0,canceled,595,US,USD,2020-11-07,2021-03-15,cat5,subcat13
549,3398,"Adams, Walker and Wong",Seamless background framework,900.0,6514.0,successful,64,US,USD,2020-03-24,2021-02-25,cat8,subcat15
302,1865,Hopkins-Browning,Balanced upward-trending productivity,2500.0,13684.0,successful,268,US,USD,2020-05-30,2021-06-13,cat3,subcat9
2758,5690,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200.0,13264.0,successful,195,DK,DKK,2020-10-30,2021-11-15,cat4,subcat4
2450,3814,Morales Group,Optimized bi-directional extranet,183800.0,1667.0,failed,54,US,USD,2021-05-21,2022-01-07,cat5,subcat11
2310,2942,Lucero Group,Intuitive actuating benchmark,9800.0,3349.0,failed,120,US,USD,2020-07-14,2021-03-26,cat3,subcat9
2185,5095,"Smith, Brown and Davis",Devolved background project,193400.0,46317.0,failed,579,DK,DKK,2021-12-27,2022-01-14,cat3,subcat3
1929,2878,Hunt Group,Reverse-engineered executive emulation,163800.0,78743.0,failed,2072,US,USD,2021-01-08,2021-04-13,cat5,subcat5
1823,3697,Valdez Ltd,Team-oriented clear-thinking matrix,100.0,0.0,failed,0,US,USD,2020-06-17,2021-06-26,cat4,subcat4
699,4744,Mccann-Le,Focused coherent methodology,153600.0,107743.0,failed,1796,US,USD,2021-02-01,2021-07-20,cat5,subcat5
1926,2104,Johnson Inc,Reduced context-sensitive complexity,1300.0,6889.0,successful,186,AU,AUD,2020-06-01,2021-03-30,cat7,subcat12
2208,4883,Collins LLC,Decentralized 4thgeneration time-frame,25500.0,45983.0,successful,460,US,USD,2021-04-14,2021-12-07,cat5,subcat7
3136,4807,Smith-Miller,De-engineered cohesive moderator,7500.0,6924.0,failed,62,IT,EUR,2021-04-08,2021-05-19,cat2,subcat2
1623,1372,Jensen-Vargas,Ameliorated explicit parallelism,89900.0,12497.0,failed,347,US,USD,2020-08-27,2021-04-06,cat6,subcat16
277,3666,"Robles, Bell and Gonzalez",Customizable background monitoring,18000.0,166874.0,successful,2528,US,USD,2021-08-10,2021-08-16,cat4,subcat4
1522,2066,"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100.0,837.0,failed,19,US,USD,2020-12-26,2021-07-03,cat3,subcat3
2582,1834,Roberts Group,Up-sized radical pricing structure,172700.0,193820.0,successful,3657,US,USD,2021-01-06,2022-01-04,cat4,subcat4
595,5853,White LLC,Robust zero-defect project,168500.0,119510.0,failed,1258,US,USD,2021-01-01,2022-01-22,cat4,subcat4
1060,2219,"Best, Miller and Thomas",Re-engineered mobile task-force,7800.0,9289.0,successful,131,AU,AUD,2021-06-06,2021-07-21,cat5,subcat7
2551,4148,Smith-Mullins,User-centric intangible neural-net,147800.0,35498.0,failed,362,US,USD,2020-12-22,2021-12-21,cat4,subcat4
975,4477,Williams-Walsh,Organized explicit core,9100.0,12678.0,successful,239,US,USD,2020-06-26,2021-02-13,cat7,subcat12
300,1786,"Harrison, Blackwell and Mendez",Synchronized 6thgeneration adapter,8300.0,3260.0,canceled,35,US,USD,2021-07-10,2021-11-02,cat5,subcat20
1883,3455,"Sanchez, Bradley and Flores",Centralized motivating capacity,138700.0,31123.0,canceled,528,CH,CHF,2021-01-30,2021-10-19,cat2,subcat2
2973,5707,Cox LLC,Phased 24hour flexibility,8600.0,4797.0,failed,133,CA,CAD,2020-10-27,2021-06-27,cat4,subcat4
1831,5470,Morales-Odonnell,Exclusive 5thgeneration structure,125400.0,53324.0,failed,846,US,USD,2020-09-03,2021-02-15,cat6,subcat10
3019,3274,Ramirez LLC,Multi-tiered maximized orchestration,5900.0,6608.0,successful,78,US,USD,2021-04-05,2021-06-12,cat1,subcat1
1598,4613,Ramirez Group,Open-architected uniform instruction set,8800.0,622.0,failed,10,US,USD,2020-12-12,2021-06-28,cat5,subcat11
1898,4465,Marsh-Coleman,Exclusive asymmetric analyzer,177700.0,180802.0,successful,1773,US,USD,2020-09-25,2021-03-23,cat2,subcat2
944,1652,"Frederick, Jenkins and Collins",Organic radical collaboration,800.0,3406.0,successful,32,US,USD,2020-08-13,2021-05-22,cat4,subcat4
2775,2100,Wilson Ltd,Function-based multi-state software,7600.0,11061.0,successful,369,US,USD,2021-04-01,2021-11-07,cat5,subcat7
2021,4321,"Cline, Peterson and Lowery",Innovative static budgetary management,50500.0,16389.0,failed,191,US,USD,2021-03-12,2021-10-24,cat5,subcat13
1473,4168,"Underwood, James and Jones",Triple-buffered holistic ability,900.0,6303.0,successful,89,US,USD,2020-08-02,2021-03-16,cat5,subcat13
353,3733,Johnson-Contreras,Diverse scalable superstructure,96700.0,81136.0,failed,1979,US,USD,2020-06-15,2021-05-29,cat4,subcat4
400,2594,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100.0,1768.0,failed,63,US,USD,2021-05-01,2021-09-02,cat3,subcat9
930,3909,Smith-Sparks,Digitized bandwidth-monitored open architecture,8300.0,12944.0,successful,147,US,USD,2021-09-20,2021-09-27,cat4,subcat4
1281,5179,Rosario-Smith,Enterprise-wide intermediate portal,189200.0,188480.0,failed,6080,CA,CAD,2021-05-16,2021-07-22,cat5,subcat11
726,2228,"Avila, Ford and Welch",Focused leadingedge matrix,9000.0,7227.0,failed,80,GB,GBP,2020-05-24,2021-05-26,cat2,subcat8
2177,6222,Gallegos Inc,Seamless logistical encryption,5100.0,574.0,failed,9,US,USD,2020-04-29,2021-04-04,cat7,subcat12
1652,2354,"Morrow, Santiago and Soto",Stand-alone human-resource workforce,105000.0,96328.0,failed,1784,US,USD,2021-05-05,2021-05-26,cat6,subcat14
65,1725,Berry-Richardson,Automated zero tolerance implementation,186700.0,178338.0,live,3640,CH,CHF,2020-05-28,2021-05-29,cat7,subcat12
911,2960,Cordova-Torres,Pre-emptive grid-enabled contingency,1600.0,8046.0,successful,126,CA,CAD,2021-01-25,2021-02-05,cat4,subcat4
2082,2077,"Holt, Bernard and Johnson",Multi-lateral didactic encoding,115600.0,184086.0,successful,2218,GB,GBP,2021-01-04,2021-04-11,cat2,subcat8
458,5662,"Clark, Mccormick and Mendoza",Self-enabling didactic orchestration,89100.0,13385.0,failed,243,US,USD,2021-05-23,2021-06-25,cat5,subcat7
1085,3481,Garrison LLC,Profit-focused 24/7 data-warehouse,2600.0,12533.0,successful,202,IT,EUR,2021-01-28,2022-01-02,cat4,subcat4
1451,2565,Shannon-Olson,Enhanced methodical middleware,9800.0,14697.0,successful,140,IT,EUR,2020-10-14,2021-05-30,cat6,subcat14
1068,4436,Murillo-Mcfarland,Synchronized client-driven projection,84400.0,98935.0,successful,1052,DK,DKK,2020-10-10,2021-04-18,cat5,subcat5
241,5072,"Young, Gilbert and Escobar",Networked didactic time-frame,151300.0,57034.0,failed,1296,US,USD,2020-10-11,2021-06-07,cat7,subcat21
2654,5200,"Thomas, Welch and Santana",Assimilated exuding toolset,9800.0,7120.0,failed,77,US,USD,2021-01-13,2021-05-05,cat1,subcat1
159,4502,Brown-Pena,Front-line client-server secured line,5300.0,14097.0,successful,247,US,USD,2020-03-08,2021-02-26,cat8,subcat15
1010,4945,"Holder, Caldwell and Vance",Polarized systemic Internet solution,178000.0,43086.0,failed,395,IT,EUR,2020-09-17,2021-05-25,cat7,subcat21
1807,3012,Harrison-Bridges,Profit-focused exuding moderator,77000.0,1930.0,failed,49,GB,GBP,2021-03-04,2021-09-21,cat2,subcat8
1135,6094,"Johnson, Murphy and Peterson",Cross-group high-level moderator,84900.0,13864.0,failed,180,US,USD,2021-01-28,2021-08-11,cat7,subcat12
1859,3815,Taylor Inc,Public-key 3rdgeneration system engine,2800.0,7742.0,successful,84,US,USD,2020-08-02,2021-05-24,cat2,subcat2
1265,4838,Deleon and Sons,Organized value-added access,184800.0,164109.0,failed,2690,US,USD,2021-01-11,2021-12-28,cat4,subcat4
2648,3469,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,4200.0,6870.0,successful,88,US,USD,2020-12-17,2021-08-09,cat4,subcat4
141,4874,Hardin-Dixon,Focused solution-oriented matrix,1300.0,12597.0,successful,156,US,USD,2021-06-20,2022-01-31,cat5,subcat7
1944,1792,York-Pitts,Monitored discrete toolset,66100.0,179074.0,successful,2985,US,USD,2021-10-19,2022-02-23,cat4,subcat4
3187,4356,Jarvis and Sons,Business-focused intermediate system engine,29500.0,83843.0,successful,762,US,USD,2021-05-21,2021-07-20,cat3,subcat9
1436,6196,Morrison-Henderson,De-engineered disintermediate encoding,100.0,4.0,canceled,1,CH,CHF,2021-06-18,2021-11-12,cat2,subcat8
1384,3578,Martin-James,Streamlined upward-trending analyzer,180100.0,105598.0,failed,2779,AU,AUD,2021-01-11,2021-03-30,cat3,subcat3
2446,4491,"Mercer, Solomon and Singleton",Distributed human-resource policy,9000.0,8866.0,failed,92,US,USD,2020-12-04,2021-05-27,cat4,subcat4
2215,3054,"Dougherty, Austin and Mills",De-engineered 5thgeneration contingency,170600.0,75022.0,failed,1028,US,USD,2020-12-11,2021-05-26,cat2,subcat2
2704,1968,Ritter PLC,Multi-channeled upward-trending application,9500.0,14408.0,successful,554,CA,CAD,2020-12-25,2021-07-12,cat2,subcat8
2470,5869,Anderson Group,Organic maximized database,6300.0,14089.0,successful,135,DK,DKK,2020-05-09,2021-05-01,cat2,subcat2
1056,5858,Smith and Sons,Grass-roots 24/7 attitude,5200.0,12467.0,successful,122,US,USD,2020-04-01,2021-03-01,cat6,subcat19
1278,5203,Lam-Hamilton,Team-oriented global strategy,6000.0,11960.0,successful,221,US,USD,2021-06-14,2021-08-18,cat5,subcat23
2987,2577,Ho Ltd,Enhanced client-driven capacity,5800.0,7966.0,successful,126,US,USD,2020-08-03,2021-03-30,cat4,subcat4
417,3216,"Brown, Estrada and Jensen",Exclusive systematic productivity,105300.0,106321.0,successful,1022,US,USD,2020-09-19,2021-05-22,cat4,subcat4
670,2037,Hunt LLC,Re-engineered radical policy,20000.0,158832.0,successful,3177,US,USD,2021-06-21,2022-02-07,cat5,subcat11
1427,3867,Fowler-Smith,Down-sized logistical adapter,3000.0,11091.0,successful,198,CH,CHF,2021-03-03,2021-11-19,cat4,subcat4
2918,5109,Blair Inc,Configurable bandwidth-monitored throughput,9900.0,1269.0,failed,26,CH,CHF,2021-02-05,2021-11-04,cat2,subcat2
306,1376,"Kelley, Stanton and Sanchez",Optional tangible pricing structure,3700.0,5107.0,successful,85,AU,AUD,2021-03-29,2021-09-29,cat5,subcat5
1714,5260,Hernandez-Macdonald,Organic high-level implementation,168700.0,141393.0,failed,1790,US,USD,2020-04-27,2021-05-18,cat4,subcat4
1354,2350,Joseph LLC,Decentralized logistical collaboration,94900.0,194166.0,successful,3596,US,USD,2021-01-20,2021-05-11,cat4,subcat4
810,2269,Webb-Smith,Advanced content-based installation,9300.0,4124.0,failed,37,US,USD,2021-09-04,2021-11-29,cat2,subcat6
304,3650,Johns PLC,Distributed high-level open architecture,6800.0,14865.0,successful,244,US,USD,2020-11-01,2021-06-12,cat2,subcat2
752,3934,Hardin-Foley,Synergized zero tolerance help-desk,72400.0,134688.0,successful,5180,US,USD,2020-06-21,2021-05-21,cat4,subcat4
2254,4048,"Fischer, Fowler and Arnold",Extended multi-tasking definition,20100.0,47705.0,successful,589,IT,EUR,2021-06-08,2022-01-21,cat5,subcat11
1654,4266,Martinez-Juarez,Realigned uniform knowledge user,31200.0,95364.0,successful,2725,US,USD,2021-06-07,2021-10-31,cat2,subcat2
2729,3863,Wilson and Sons,Monitored grid-enabled model,3500.0,3295.0,failed,35,IT,EUR,2021-05-16,2021-10-11,cat5,subcat13
913,4922,Clements Group,Assimilated actuating policy,9000.0,4896.0,canceled,94,US,USD,2021-02-10,2021-04-08,cat2,subcat2
1388,4517,Valenzuela-Cook,Total incremental productivity,6700.0,7496.0,successful,300,US,USD,2021-01-04,2021-10-04,cat9,subcat24
